Bucket label,m/z,Neutral Mass,Matched HMDB IDs,Matched HMDB names,Matched HMDB formulas,HMDB match count,Has Match?,THP1_1,THP1_2,THP1_3,THP1_4,THP1_5,THP1_6,THP1_7,Ecoli_1,Ecoli_2,Ecoli_3,Ecoli_4,Ecoli_5,Ecoli_6,Ecoli_7
147.05316354801107 Da,148.06044,147.05316354801107,"['HMDB0000148', 'HMDB0002393', 'HMDB0002931', 'HMDB0003011', 'HMDB0003339', 'HMDB0006556', 'HMDB0033550', 'HMDB0060475', 'HMDB0062183', 'HMDB0246802', 'HMDB0248101', 'HMDB0255174']","['L-Glutamic acid', 'N-Methyl-D-aspartic acid', 'N-Acetylserine', 'O-Acetylserine', 'D-Glutamic acid', 'L-4-Hydroxyglutamate semialdehyde', '3-(Carboxymethylamino)propanoic acid', 'DL-Glutamate', 'N-lactoyl-Glycine', '5-Hydroxy-4-oxo-L-norvaline', 'Alanine acetate', 'N-Methyl-DL-aspartic acid']","['C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4', 'C5H9NO4']",12,True,,,,,,,,0.0001362743773563468,0.00013955802439953848,5.543993656617495e-05,,,,
147.43468354801107 Da,148.44196,147.43468354801107,,,,,False,4.524912022924692e-05,4.20702674036381e-05,3.834658106317174e-05,3.4118389399421915e-05,3.835452492277575e-05,4.194316875082478e-05,3.8096905167551e-05,,,,,,,
148.05005354801108 Da,149.05733,148.05005354801108,,,,,False,,,,3.3399662303832535e-05,,,4.061498192230698e-05,,,2.985739919543572e-05,,,3.376077987945807e-05,4.014393621804772e-05
149.00649354801106 Da,150.01377,149.00649354801106,,,,,False,7.514647894334324e-05,6.728477126801518e-05,6.89005848634119e-05,8.721823797114041e-05,6.742507814142666e-05,5.6583314340313256e-05,7.434563252399539e-05,4.736428985538498e-05,5.343330854845215e-05,4.9196339243662324e-05,5.993899303508966e-05,5.287656308675428e-05,,6.071345938515175e-05
149.96953354801107 Da,150.97681,149.96953354801107,,,,,False,8.041842470738107e-05,7.71322133203332e-05,7.387147953195033e-05,8.641799367085885e-05,9.111158464841859e-05,7.460368513581668e-05,0.00010131287666416778,8.768688812304075e-05,0.00010433671903219575,0.0001111636548257288,0.00010576538903653374,0.00011241894467082028,0.00012276161385165845,0.0001264879990655892
150.02930354801106 Da,151.03658,150.02930354801106,,,,,False,0.00011512229591434897,0.00013670203002309322,0.00014201537037043783,0.0001324633111514157,0.0001320147034530602,0.00011003741986138744,0.00011885250813855378,0.00012874415351664463,0.00013808864691732683,0.00013078224252950784,0.00011575921131276029,0.00013212935308144167,0.00013124742366122955,0.00012067964082857289
150.04461354801106 Da,151.05189,150.04461354801106,,,,,False,3.76526294774946e-05,3.890596598203099e-05,3.865326978095403e-05,,,3.36087509733631e-05,,3.3369859084187514e-05,,,,,,
150.04479354801109 Da,151.05207000000001,150.04479354801109,,,,,False,,,,,3.478835772971016e-05,,,,,3.455815582029876e-05,,,,
150.04517354801106 Da,151.05245,150.04517354801106,,,,,False,,,,,,,,,3.286335219842242e-05,,,3.076754532213263e-05,3.648298073720289e-05,3.6424811669910044e-05
150.04859854801109 Da,151.05587500000001,150.04859854801109,,,,,False,0.0004073254509313654,0.00042555694830594045,0.00044849440773581236,0.0004237966782094232,0.0004050692843428463,0.00042660792251356957,0.00040902643008529105,0.0004136575831157449,0.00042098490964693705,0.0004487997701343035,0.0004278583349703835,0.00044315769804372245,0.0004379770685059465,0.0004870584375528901
150.05016354801108 Da,151.05744,150.05016354801108,,,,,False,,3.778166597123063e-05,4.969308768247594e-05,4.438760585120621e-05,4.90401427384045e-05,4.005754871335688e-05,4.960534973703575e-05,5.765926405273351e-05,5.7048219587863084e-05,6.363048789688034e-05,5.692750733360547e-05,5.6657279040785334e-05,5.4295962209069015e-05,5.9597343878866306e-05
150.05076354801108 Da,151.05804,150.05076354801108,,,,,False,0.00032938543615812575,0.00032101508420007607,0.0003128311779918359,0.000321515270641615,0.00030562224628086346,0.00031447285377409834,0.0003033489664557605,0.00036203296312350974,0.0003737150908407272,0.0003774261849364095,0.0003789724779536734,0.0003926328659522583,0.0004090804541182526,0.0003989665135418187
150.05291354801108 Da,151.06019,150.05291354801108,"['HMDB0000098', 'HMDB0000283', 'HMDB0000366', 'HMDB0000621', 'HMDB0000646', 'HMDB0000751', 'HMDB0001644', 'HMDB0003371', 'HMDB0012325', 'HMDB0029941', 'HMDB0029942', 'HMDB0059753', 'HMDB0242608', 'HMDB0248200', 'HMDB0250736', 'HMDB0250800', 'HMDB0304537']","['D-Xylose', 'D-Ribose', '2-Deoxyribonic acid', 'D-Ribulose', 'L-Arabinose', 'L-Xylulose', 'D-Xylulose', 'L-Ribulose', 'Arabinofuranose', 'D-Apiose', 'D-Arabinose', '2-Deoxypentonic acid', '(2R,3R,4R)-2,3,4,5-Tetrahydroxypentanal', 'alpha-D-Arabinofuranose', 'D-Arabinopyranose', 'D-Threo-3-Pentulose', 'alpha-L-arabinofuranose']","['C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5', 'C5H10O5']",17,True,0.0002358190715595011,0.0002315761164959791,0.00024647359644401764,0.00024371146488490618,0.00025554891354814645,0.00023556483455543288,0.00023177517183686793,0.00026150528465428076,0.0002797705768463713,0.0002864794864508277,0.00027460227689038723,0.0002730121742347516,0.00028711101154005813,0.0003051172804426901
150.05312354801106 Da,151.0604,150.05312354801106,,,,,False,0.0005668963199761495,0.0005702849754524238,0.0006030456123498198,0.0005999355026705181,0.0005879718769593575,0.0005910186523674396,0.0005799350889469003,0.0007302942556546108,0.0007232226484510914,0.0007292870354336803,0.0007527689839657357,0.0007493129192383943,0.0007474281410755319,0.0007487357780507862
150.05483854801108 Da,151.062115,150.05483854801108,,,,,False,,,,,,,,,,3.222246890035811e-05,,,3.5329466485639335e-05,
150.05856354801108 Da,151.06584,150.05856354801108,,,,,False,,,,,,,3.81734242076293e-05,3.9554501316576895e-05,,,4.1650662317564375e-05,3.770890439452929e-05,,
150.05873854801106 Da,151.066015,150.05873854801106,,,,,False,4.429737636226992e-05,3.646191925484286e-05,,,,4.0418988531378734e-05,,,3.39141173365663e-05,3.6660558541171035e-05,,,,4.11281001229303e-05
150.05918354801108 Da,151.06646,150.05918354801108,,,,,False,,,3.1949742446974744e-05,3.29184132168856e-05,4.0832014094343854e-05,,,,,,,,,
150.06568354801107 Da,151.07296,150.06568354801107,,,,,False,8.446871930870173e-05,7.114386905324857e-05,8.116671846367473e-05,7.344226942953415e-05,7.603201783047912e-05,8.289767872310486e-05,7.495435435216498e-05,7.804439766787168e-05,8.498444970006957e-05,7.722924974501224e-05,9.644561991894292e-05,8.339854157224994e-05,7.402317236205486e-05,8.599562504036795e-05
150.38305354801108 Da,151.39033,150.38305354801108,,,,,False,0.00012207238537458617,0.00012046853948446232,0.00013029751909841714,0.0001225220172908587,0.00011214994091870092,0.00011371488175985456,0.00011973033304166871,0.00012887126990760768,0.00012797121331000906,0.00012852870294186106,0.00012972618915869138,0.00013069847404760139,0.00012738755777588705,0.00014406497733587004
150.38524854801105 Da,151.39252499999998,150.38524854801105,,,,,False,6.649338959994204e-05,6.940607963565245e-05,6.557639146301685e-05,6.299523717218253e-05,6.64992528435143e-05,5.9321359672285265e-05,6.547671367138342e-05,8.205190696572058e-05,8.391081115835753e-05,7.526020308305862e-05,8.336886635139425e-05,8.191922156774255e-05,9.378411043677292e-05,8.74344547573242e-05
150.71471354801108 Da,151.72199,150.71471354801108,,,,,False,,3.838237924154003e-05,4.3802468439114814e-05,3.6175686560570045e-05,3.843885501158459e-05,4.19719511705439e-05,3.350719213471006e-05,3.5455381839549805e-05,3.828787740905523e-05,3.8378229032062986e-05,3.8841331418663146e-05,3.826718303007688e-05,4.3171304929988124e-05,4.956563879785387e-05
150.71668354801108 Da,151.72396,150.71668354801108,,,,,False,3.2232576414857745e-05,,,,,,,,,,3.314600318805235e-05,,,
150.71753854801105 Da,151.72481499999998,150.71753854801105,,,,,False,,,,,,3.1883341513126934e-05,,,,,,3.2278875195819854e-05,,
150.72075354801106 Da,151.72803,150.72075354801106,,,,,False,,,3.49831061324959e-05,,,3.486363474944747e-05,,3.6964997992535265e-05,4.282038139305894e-05,3.982345309458412e-05,3.239645946214216e-05,3.25698051310874e-05,,3.910185690440461e-05
151.02455354801108 Da,152.03183,151.02455354801108,,,,,False,0.0002741651465241783,0.0002482655084343772,0.0001934064936935483,0.00020244819737870925,0.00016489621537256902,0.0001660152630591756,0.0001584438692283314,0.00042241640493866875,0.0004356069508186618,0.00032498747092821856,0.0002714704295928561,0.00022151624983982613,0.00021283961520387952,0.00020056713070943123
151.05326354801107 Da,152.06054,151.05326354801107,,,,,False,5.924287262946197e-05,5.046085412779003e-05,6.936078872934743e-05,6.225148414840219e-05,6.358766868354652e-05,6.271951815874483e-05,6.34146541847404e-05,,,,,,,
151.92783354801108 Da,152.93511,151.92783354801108,,,,,False,,,,,,,,,,5.890594944151014e-05,9.959802134600612e-05,0.00012390797805687177,0.00012585172931695206,0.00012070213031719811
152.04495354801108 Da,153.05223,152.04495354801108,,,,,False,0.00023615292151323315,0.00023927035681053395,0.00023682771170274538,0.0002505031505548342,0.0002221646908388113,0.00022445338389983922,0.00023494423218103225,0.0001884458760655347,0.00021728056283574408,0.00019330031863490837,0.00019652682793012697,0.00018393637931144333,0.00016835533736657386,0.00018431260402802167
152.08133354801106 Da,153.08861,152.08133354801106,['HMDB0243749'],['(Trifluoromethyl)cyclohexane'],['C7H11F3'],1,True,,4.1994737890880456e-05,,,,,3.104791020900553e-05,,,,,,,
153.01922354801107 Da,154.0265,153.01922354801107,,,,,False,3.415993732273257e-05,,3.3487919338292694e-05,,,,,0.00022956572375289268,0.000244442667304141,0.00032516741270371946,0.0003742005334095001,0.0003817673620889287,0.0003536585688371459,0.00033675232859048555
153.04020354801108 Da,154.04748,153.04020354801108,,,,,False,,,,4.2423680281788085e-05,3.70997244346664e-05,,,0.00017917426979451818,0.0001815720664261583,0.00019912566690463246,0.00018405117682349271,0.00017283113289240736,0.00018730506577074697,0.0001547346972678587
153.05143354801106 Da,154.05871,153.05143354801106,,,,,False,,,,,,,,6.769655866631016e-05,9.572548452045614e-05,0.0001336012118069697,0.00014084856013970516,0.0001455322072998025,0.00014183248251339983,0.00016576529388347288
153.07659354801106 Da,154.08387,153.07659354801106,,,,,False,6.931917761970402e-05,0.00011837419252249849,0.00014600964324141147,0.00013500771141780103,0.00013113709466425845,0.0001407504909768814,0.00011440925807532723,6.414572984916058e-05,7.972086856499711e-05,9.88247521182211e-05,9.738099743382596e-05,9.842575459585456e-05,0.00011375224812236165,0.00010452377931518065
153.87314354801106 Da,154.88042,153.87314354801106,,,,,False,,,,,,,,3.4377571055147715e-05,3.103675940277336e-05,4.32794642655004e-05,,4.585110707994434e-05,,
154.00323854801107 Da,155.010515,154.00323854801107,['HMDB0245296'],['2-Phosphonopropionic acid'],['C3H7O5P'],1,True,5.7071256385275616e-05,5.364502432047704e-05,5.316801480589875e-05,5.428050649389688e-05,6.633308157476772e-05,5.434641007181563e-05,5.03235138037233e-05,8.396085380001952e-05,7.36623224964759e-05,6.644843477789049e-05,7.93184799334251e-05,7.019205558981923e-05,7.39934550671189e-05,6.587693651139036e-05
154.02422354801107 Da,155.0315,154.02422354801107,['HMDB0246204'],"['1,1,1-Trifluoro-2,4-pentanedione']",['C5H5F3O2'],1,True,3.740650173538536e-05,5.503983083872222e-05,5.9413973308271905e-05,4.585067137240496e-05,6.993116536394498e-05,6.198103359634739e-05,6.191095499117182e-05,7.985720780008654e-05,5.924120196589433e-05,6.539012109431202e-05,5.157628439282644e-05,4.079596269528328e-05,5.855548947069681e-05,3.375950873478618e-05
154.03545354801108 Da,155.04273,154.03545354801108,,,,,False,5.209814658655261e-05,4.869084254243784e-05,4.0588507308166096e-05,3.9718782347277505e-05,4.8605022905175545e-05,4.501238529763726e-05,3.627216905489926e-05,0.00022267540075224623,0.00020750133180350762,0.0002222480961524599,0.00020904669158083473,0.00019896487083574004,0.0001650375342691854,0.00019241031259827648
154.03961854801108 Da,155.046895,154.03961854801108,['HMDB0012209'],['Diethylphosphate'],['C4H11O4P'],1,True,,,,,,,,,3.518647635537596e-05,3.7697535255322515e-05,,,,
154.04668354801106 Da,155.05396,154.04668354801106,,,,,False,6.380592555848606e-05,8.001492305724998e-05,7.09815788265851e-05,6.852991876472971e-05,9.173200618720726e-05,7.11247773479076e-05,8.391484829508235e-05,5.196120226886225e-05,5.161082549319011e-05,5.1154050640607855e-05,5.3876089238591055e-05,4.686912509399333e-05,5.1281807048880035e-05,7.16723583168966e-05
154.06060354801107 Da,155.06788,154.06060354801107,,,,,False,0.00019176459303933935,0.00020035711030954933,0.00021628869263762082,0.00018975649059143474,0.00021296744052809693,0.00022622684662535516,0.00019864271335733583,0.00015599710210109898,0.0001751521122787543,0.00016484880346461279,0.0001405100519698146,0.00016187125673725023,0.00017048034139811752,0.00020112265093177772
154.07183354801106 Da,155.07911,154.07183354801106,,,,,False,,3.500680185700762e-05,,4.9722080018225745e-05,4.037810543924487e-05,3.636948537285896e-05,5.183588451989103e-05,,3.933635935809521e-05,3.510860517949534e-05,,3.601981557276355e-05,5.5759792668890825e-05,3.737051456880303e-05
154.09699354801108 Da,155.10427,154.09699354801108,,,,,False,,,,,,,,2.7323545730693236e-05,,,3.841552699153808e-05,,,
155.01947354801106 Da,156.02675,155.01947354801106,,,,,False,,,,,,,,8.50012896246481e-05,0.00010324730572940221,6.247575778270368e-05,4.166533711942707e-05,5.5183404502188706e-05,,3.314005268747636e-05
155.03487354801106 Da,156.04215,155.03487354801106,"['HMDB0060173', 'HMDB0304226']","['N-Methylethanolaminium phosphate', '6-hydroxy-2-cyclohexen-one-carboxylate']","['C3H10NO4P', 'C7H7O4']",2,True,,,,,,,3.397178563396504e-05,4.5113403666891424e-05,3.572202949409255e-05,6.0404604831638014e-05,6.33870070573678e-05,6.375371551194521e-05,6.992223398169514e-05,6.46396663484624e-05
155.06949354801108 Da,156.07677,155.06949354801108,"['HMDB0000177', 'HMDB0034267', 'HMDB0250763']","['L-Histidine', 'L-2-Amino-3-(1-pyrazolyl)propanoic acid', 'D-Histidine']","['C6H9N3O2', 'C6H9N3O2', 'C6H9N3O2']",3,True,0.0001584018792951276,0.00016062694261087754,0.00017396457605116028,0.00014154943050673398,0.00016054423620612382,0.0001703738428383969,0.00017356381237745188,0.0001500848402699924,0.00016261084511873643,0.00015410519483792932,0.00015096015710780412,0.00014829305851656263,0.0001321315494261784,0.00013644034411483788
155.87020354801106 Da,156.87748,155.87020354801106,,,,,False,,,,,,,,2.7294517845269137e-05,,3.134551945690902e-05,,,3.5711490768182126e-05,
155.98249854801108 Da,156.989775,155.98249854801108,['HMDB0000816'],['Phosphoglycolic acid'],['C2H5O6P'],1,True,,,,,,,,3.0143486445605143e-05,5.561504103108055e-05,3.281905945594054e-05,3.465619081051247e-05,,,
156.01889354801108 Da,157.02617,156.01889354801108,,,,,False,,,,,,,,3.4130107293713946e-05,,3.947614946514029e-05,5.081498201157755e-05,3.9653503947203827e-05,4.0851084847157734e-05,3.432925903179378e-05
156.03986354801108 Da,157.04714,156.03986354801108,,,,,False,9.047904829906729e-05,8.362056484071705e-05,9.388968894156331e-05,7.103778020028654e-05,8.515830983729993e-05,8.727969066158115e-05,8.330255303727026e-05,8.159792578767158e-05,7.706066267124963e-05,7.599366140711124e-05,7.493278369981753e-05,6.703723675238427e-05,6.382236054944699e-05,6.435765214154256e-05
156.05513354801107 Da,157.06241,156.05513354801107,,,,,False,,,,,,,,,,3.086165922313249e-05,,,4.544035328056291e-05,
156.07625354801107 Da,157.08353,156.07625354801107,,,,,False,0.00026097877550393666,0.0002817378587225,0.0002892397644377001,0.0002652350314997577,0.0003066153209204301,0.0003671481991609478,0.0003881375897670296,0.00018648431359342125,0.00014050504972730699,0.00016170564560791966,0.00016097674414076638,0.00017471763169140788,0.00018289714531765839,0.0001975017437521051
156.07865354801106 Da,157.08593,156.07865354801106,"['HMDB0031101', 'HMDB0032232']","['8-Hydroxy-5,6-octadienoic acid', '2,5-Dimethyl-4-ethoxy-3(2H)-furanone']","['C8H12O3', 'C8H12O3']",2,True,3.6194212601656745e-05,4.140219759023513e-05,4.388410570639401e-05,5.043158703500793e-05,4.369284403419521e-05,4.574576729681428e-05,5.2516503752467925e-05,3.7967851218724905e-05,3.0651606157210026e-05,3.1897213472655503e-05,,,,3.85643481751606e-05
156.10112854801108 Da,157.108405,156.10112854801108,,,,,False,,,,,,,,,2.7803473043946995e-05,3.654009356794785e-05,,3.635615595853917e-05,3.670694766733011e-05,
156.77887854801108 Da,157.786155,156.77887854801108,,,,,False,3.3437329115250574e-05,3.392223938836707e-05,3.653797157456668e-05,,,4.249835735287671e-05,3.59882958040982e-05,,2.753169051552459e-05,,,,,
157.01414354801108 Da,158.02142,157.01414354801108,,,,,False,,3.578586435613591e-05,,4.830740771489333e-05,,,,0.00010039229805938267,0.00010498780153956968,0.00013448420672508977,0.000117339339417175,0.00010622640818897066,9.823464983967211e-05,9.847948046962271e-05
157.08516354801108 Da,158.09244,157.08516354801108,['HMDB0259734'],['V-Pyrro/NO'],['C6H11N3O2'],1,True,,,,,,,,,4.20427686967998e-05,2.9107938144312863e-05,4.396222581866768e-05,,3.6124150440951595e-05,3.4295524798855946e-05
157.09232354801108 Da,158.0996,157.09232354801108,,,,,False,5.153197788346945e-05,5.224744650792048e-05,6.475704217737129e-05,7.91790610035533e-05,6.887825930720264e-05,5.779262182355496e-05,5.449122861864799e-05,4.7374920955053894e-05,4.089498877800475e-05,4.6166133968873306e-05,3.920608490726967e-05,3.248764962365101e-05,,4.3288135896573755e-05
157.91473354801107 Da,158.92201,157.91473354801107,,,,,False,0.00012992651916410365,0.00012729221761652329,0.00012921486156756022,0.00010999983311657359,0.00011376587720379257,0.00011330122736285861,0.00011833088270220434,0.00020323626889670886,0.0002291762271422374,0.0002403144637824454,0.00021356864711250716,0.00021263261145675167,0.00020718941518085767,0.00021013397009967934
158.05551354801108 Da,159.06279,158.05551354801108,,,,,False,9.193896309954331e-05,0.00011132340917017434,0.00010153241082624359,9.35646767666067e-05,9.070296437434659e-05,8.646575751874958e-05,0.00010413302733803735,9.866856491462804e-05,9.871646224656498e-05,0.00010525980428932128,8.629648932300281e-05,9.759382946032143e-05,0.00010847556792024238,0.00011715063206812766
159.02723354801108 Da,160.03451,159.02723354801108,,,,,False,,,,,,,,4.612817535247551e-05,6.220013201949025e-05,9.023733315617377e-05,9.289342421036389e-05,9.756797533521465e-05,8.789018027447131e-05,0.00011429561138935782
159.97246854801105 Da,160.97974499999998,159.97246854801105,,,,,False,,,,,,,,,,,,,3.853811288504343e-05,6.117887238647994e-05
160.01380354801108 Da,161.02108,160.01380354801108,,,,,False,,,,,,,,4.68814884305773e-05,4.244282494033222e-05,5.284224944247878e-05,4.3969939496569874e-05,4.507770886498262e-05,3.7771116750866646e-05,
160.01679354801107 Da,161.02407,160.01679354801107,,,,,False,4.179832315420869e-05,5.369965169817427e-05,5.39979042288619e-05,4.9652368417085635e-05,6.0141847554718546e-05,6.30015462404332e-05,6.641638273017807e-05,6.441217178461268e-05,5.0466366576728005e-05,8.176949012695687e-05,7.622741165260858e-05,6.413361962500699e-05,7.665660790142995e-05,7.924041952782506e-05
160.02488354801108 Da,161.03216,160.02488354801108,,,,,False,0.00013534072095862265,0.00016144005915027281,0.00020408945963116537,0.00020738303723044554,0.00024174513213624907,0.0002438229120423831,0.0002354710510017955,8.127309585950663e-05,9.452676872837955e-05,0.00012105227330666509,0.000172337580652049,0.0001668561309357236,0.00020718617768693783,0.00020330278792976761
160.05003354801107 Da,161.05731,160.05003354801107,,,,,False,,3.940240343248842e-05,,5.053900827063461e-05,3.712905451763753e-05,6.497995366539492e-05,3.791122976332614e-05,4.205492765315831e-05,3.7405487089191665e-05,5.421915075081392e-05,4.445152698462174e-05,3.7537727357421184e-05,4.226756091830108e-05,5.3052255867350676e-05
161.10520854801106 Da,162.112485,161.10520854801106,"['HMDB0244982', 'HMDB0254990']","['beta-Hydroxy-gamma-trimethylaminobutyric acid', 'N-(2-Hydroxyethyl)valine']","['C7H15NO3', 'C7H15NO3']",2,True,,3.23669326555119e-05,,,,,,0.0001903039514268086,0.0002103831315779209,0.00019656660858600306,0.00016949424372190828,0.00018067345613771021,0.00017437886392727918,0.00016575081503128274
161.99051854801107 Da,162.997795,161.99051854801107,,,,,False,,,,,,,,3.722533535122435e-05,3.08352575862219e-05,,,4.103769402984396e-05,,3.4171633589393985e-05
162.06568354801107 Da,163.07296,162.06568354801107,,,,,False,6.564298969676621e-05,8.743860989326999e-05,6.777396129679973e-05,5.274680248532874e-05,5.941459814301174e-05,5.8839340836025314e-05,4.642228154867279e-05,5.6924638454518473e-05,5.062299334925554e-05,5.850654804504876e-05,6.12213449517071e-05,6.35240115542657e-05,7.304119696743881e-05,6.889366258403625e-05
162.11086354801108 Da,163.11814,162.11086354801108,,,,,False,4.463604776093107e-05,3.514358167115579e-05,3.895483482087361e-05,3.501298096114852e-05,4.62215266450923e-05,4.748876326135387e-05,3.491407520783087e-05,,,,,,,
163.02214354801106 Da,164.02942,163.02214354801106,,,,,False,,,,,,3.477381972887817e-05,,3.0749334543533866e-05,3.096128962475717e-05,3.4243657781348925e-05,3.435662730710371e-05,3.8950896789082106e-05,,4.804063254483814e-05
163.12086354801107 Da,164.12814,163.12086354801107,,,,,False,,,,,3.558837112429543e-05,,,4.5643339068746824e-05,5.350147212133585e-05,3.812400793174438e-05,4.6216736324067615e-05,4.493901521582919e-05,3.670839729147333e-05,5.5619192167492094e-05
163.91156854801105 Da,164.91884499999998,163.91156854801105,,,,,False,,,,,,,,2.9897351571629992e-05,,,,3.26821711363592e-05,,
163.91322354801108 Da,164.9205,163.91322354801108,,,,,False,4.0499622492915666e-05,,,,,,,3.016312906335278e-05,,,,,,
163.91784354801106 Da,164.92512,163.91784354801106,,,,,False,6.923580875156089e-05,5.3370994981280464e-05,5.632883607787135e-05,5.0121665550023246e-05,6.514655527314192e-05,5.5235246861145135e-05,5.252450823486715e-05,8.092662998240612e-05,7.872930029343798e-05,7.640422026050215e-05,7.64380326870354e-05,8.951048515862018e-05,0.00010371601697081383,9.186826739088822e-05
163.92274354801108 Da,164.93002,163.92274354801108,['HMDB0303418'],['Sodium phosphate (Na3PO4)'],['Na3O4P'],1,True,0.002372876087886756,0.002334858294972789,0.0024112234920911075,0.00246491206443258,0.0024682542460093813,0.0025298932504568767,0.0024722078306988826,0.0035896997719796395,0.00363055462090027,0.003954645833556378,0.004198266277724426,0.004265373405725121,0.0042766544742383105,0.0044003733512646285
163.92726854801109 Da,164.934545,163.92726854801109,,,,,False,,,,3.293114570666696e-05,,,,,,,,,4.4617691579286544e-05,
163.92758354801109 Da,164.93486000000001,163.92758354801109,,,,,False,,,,,,,,4.750776817318221e-05,,,,,,5.03124191845264e-05
163.92781854801106 Da,164.935095,163.92781854801106,,,,,False,,,,,,3.583797662730572e-05,,,3.861690571519178e-05,,4.632980755380457e-05,5.237752164994036e-05,,
164.04495354801108 Da,165.05223,164.04495354801108,,,,,False,0.00015321531523546542,0.00017437439426783936,0.00014886953383358082,0.0001424870003194084,0.00012987438823032325,0.00015032547562974098,0.00013051999414999456,0.00017558573379573042,0.00015197184809502957,0.00016255988006933295,0.00016645528980155288,0.00015181774286903256,0.0001527014744144218,0.00016635638929247214
164.08133354801106 Da,165.08861,164.08133354801106,,,,,False,0.00019467782240985447,0.0001963553143528248,0.0001777010547302415,0.0002105246937128969,0.00020600884174159508,0.00021951895756844054,0.00021629140590441129,0.00017949793694615684,0.00018699908238854082,0.00019774592066704037,0.0001783997789292273,0.0001978331136119722,0.0002119790699916604,0.00021231286321002403
165.07899354801108 Da,166.08627,165.07899354801108,"['HMDB0000159', 'HMDB0001007', 'HMDB0004992', 'HMDB0006044', 'HMDB0033485', 'HMDB0033589', 'HMDB0034169', 'HMDB0059934', 'HMDB0062402', 'HMDB0062407', 'HMDB0243912', 'HMDB0244732', 'HMDB0244978', 'HMDB0245110', 'HMDB0246304', 'HMDB0246418', 'HMDB0250790', 'HMDB0250791', 'HMDB0252029', 'HMDB0255013', 'HMDB0256428', 'HMDB0302634']","['L-Phenylalanine', '3-Pyridinebutanoic acid', 'Benzocaine', 'Norsalsolinol', 'Gentiatibetine', 'Ethyl 2-aminobenzoate', 'Methyl N-methylanthranilate', 'Benzyl glycinate', '4-Hydroxy-1-(3-pyridinyl)-1-butanone', '5-(3-Pyridyl)-2-hydroxytetrahydrofuran', '1-Isopropyl-4-nitrobenzene', '(3,5-Dimethylphenyl)carbamic acid', '2-Amino-3-(4-hydroxyphenyl)propanal', 'Ethenzamide', '4-(Dimethylamino)benzoic acid', '4-Ethoxybenzamide', 'D-Phenyl alanine', 'D-Phenylalanine', 'Ethyl 3-aminobenzoate', 'N-(4-Methoxyphenyl)acetamide', 'Phenyl-Alanine', 'N,N-Dimethylanthranilic acid']","['C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2', 'C9H11NO2']",22,True,3.27688802454674e-05,,,,,,,5.791897849542637e-05,3.3051860593346226e-05,,,,,
165.92699354801107 Da,166.93427,165.92699354801107,,,,,False,,,,3.661868939468714e-05,,,,3.4433425856142586e-05,2.9171642980062126e-05,,4.585094807379129e-05,4.067909826165041e-05,4.8603578123479504e-05,
166.00323854801107 Da,167.010515,166.00323854801107,,,,,False,,,,,,,,,4.906565081775001e-05,4.9670153321000316e-05,3.237708119814398e-05,,,3.781911020916811e-05
166.02421354801106 Da,167.03149,166.02421354801106,,,,,False,5.445765875253936e-05,4.0021341485726905e-05,5.1766420527321074e-05,4.749608956334599e-05,3.8345398923581736e-05,3.31021605705271e-05,,6.646476304764119e-05,6.593098755285012e-05,3.840418901153248e-05,,,3.186660433231953e-05,3.9767933860656537e-05
166.06060354801107 Da,167.06788,166.06060354801107,,,,,False,0.0005489045599065149,0.00052539423500615,0.0005552070520689851,0.0005556560498072247,0.0005308830421510465,0.000550671248339493,0.0005465917028270029,0.0005150120787506303,0.000501221363824124,0.0005272540286365426,0.0005116394597779526,0.0005323504047525411,0.0005355286071285294,0.0005485763937114516
166.09698354801108 Da,167.10426,166.09698354801108,['HMDB0303344'],['Sodium octanoate'],['C8H15NaO2'],1,True,0.00011064771415926677,9.828047689247365e-05,8.555722242269805e-05,9.315421251748642e-05,0.00010540958527869973,9.343080585408407e-05,9.177848992066316e-05,9.421180860030146e-05,9.617593697439101e-05,0.00010656860510356862,9.163002724615243e-05,9.253702775994839e-05,9.032772327129282e-05,0.00010579851537398205
166.99848354801108 Da,168.00576,166.99848354801108,,,,,False,4.9123783166742195e-05,5.9391890213751314e-05,6.606841092863321e-05,5.224033233624783e-05,5.1636953129380954e-05,6.20794684809978e-05,5.586833311141454e-05,0.00015291516291817471,0.00014635619920013576,0.00015968770172436253,0.00013413272172955911,9.648712137974313e-05,0.00010227562210130738,0.00010172060387346276
