Bucket label,m/z,Neutral Mass,Matched HMDB IDs,Matched HMDB names,Matched HMDB formulas,HMDB match count,Has Match?,THP1_1,THP1_2,THP1_3,THP1_4,THP1_5,THP1_6,THP1_7,Ecoli_1,Ecoli_2,Ecoli_3,Ecoli_4,Ecoli_5,Ecoli_6,Ecoli_7
313.158218548011 Da,314.16549499999996,313.158218548011,,,,,False,8.645272049195735e-05,9.17252855109865e-05,0.00010210592116834307,8.539402830491702e-05,9.231323961180987e-05,8.773788102299618e-05,7.371184904259967e-05,8.365562496186913e-05,6.74628413914503e-05,7.55826135815043e-05,9.345863925518459e-05,9.332349509309597e-05,8.90946246542666e-05,9.501490508919886e-05
313.173528548011 Da,314.18080499999996,313.173528548011,,,,,False,,4.155865829110311e-05,,,,4.203154712738056e-05,,,4.3317784517475816e-05,,,4.342901119471154e-05,,
313.20993354801107 Da,314.21721,313.20993354801107,,,,,False,,,,,,,,,,,4.201997816444231e-05,,4.218701013674292e-05,4.2230980664670814e-05
313.23099354801104 Da,314.23827,313.23099354801104,,,,,False,7.485265166353728e-05,8.095110385250657e-05,7.862083612909154e-05,6.741033776671326e-05,8.221842043919029e-05,6.922186804282874e-05,8.981215070271086e-05,9.845394959006188e-05,6.469960140032319e-05,7.45810206749859e-05,9.191726767876623e-05,7.897085691614198e-05,8.127656004586659e-05,7.901656950719478e-05
313.26167354801106 Da,314.26895,313.26167354801106,"['HMDB0013034', 'HMDB0242034', 'HMDB0242035']","['Palmitoylglycine', 'N-Lauroyl Isoleucine', 'N-Lauroyl Leucine']","['C18H35NO3', 'C18H35NO3', 'C18H35NO3']",3,True,7.331868321376175e-05,5.007183956021614e-05,5.873345129423979e-05,,4.65872986448737e-05,,4.0242249387728816e-05,5.9416510078085064e-05,4.314758314791237e-05,3.777892690328254e-05,,,4.1494186437894134e-05,
313.75413354801105 Da,314.76141,313.75413354801105,,,,,False,,,,,,,,4.329872478668789e-05,3.9448235624186306e-05,,,,,
313.772093548011 Da,314.77937,313.772093548011,['HMDB0303279'],['Potassium hypophosphate'],['K4O6P2'],1,True,0.0015947297030765076,0.0014893671196632506,0.0015232963644905419,0.001498899137957219,0.0014402938884542635,0.0014198643086776681,0.0013546230463252133,0.0023291126437432626,0.0023691021058522372,0.0023038206895256807,0.0021694948628856636,0.0021701742372298477,0.0020388234896629,0.002032526741843178
313.91007854801103 Da,314.917355,313.91007854801103,,,,,False,0.00014828550482081453,0.0001474215843038759,0.00016616360571592028,0.00015263074564583767,0.0001505804019631124,0.00015256728430366407,0.00015479820866131326,0.00016019800605190929,0.0001603430156506264,0.0001465901363976666,0.00011561246329413329,0.00012629418121897098,0.00012274030437675314,0.00010866816417145945
314.05895354801106 Da,315.06623,314.05895354801106,['HMDB0060627'],['Malaoxon'],['C10H19O7PS'],1,True,,5.382177653223513e-05,5.728296248977225e-05,,4.0738558006341e-05,,4.072875992212453e-05,4.346819946539426e-05,5.8831597840654694e-05,5.933006616089111e-05,5.868298050643091e-05,4.53669341326607e-05,5.8316446449480116e-05,6.887624815700345e-05
314.07676354801106 Da,315.08404,314.07676354801106,,,,,False,,,,4.108242712451296e-05,5.553063144860172e-05,4.202976370722585e-05,5.165749891213688e-05,7.991156760269046e-05,6.843855187686963e-05,6.734134249639018e-05,8.131975603745076e-05,6.3307566122282e-05,6.187904274385335e-05,6.958949333276138e-05
314.09773354801104 Da,315.10501,314.09773354801104,,,,,False,5.083614507889474e-05,4.227811447699169e-05,,,,,,5.558757003248742e-05,4.8034272030724696e-05,,,,,
314.113138548011 Da,315.120415,314.113138548011,,,,,False,6.257987424214425e-05,7.43115993644274e-05,8.03181398157457e-05,7.030558886262951e-05,6.387608929978509e-05,5.435671427715397e-05,6.941672954948732e-05,0.000142677538520212,0.00015099061644323174,0.00010416601789407044,0.00013343256435607148,0.00011921455466431826,0.0001413446839892069,0.0001402565914103128
314.11636354801107 Da,315.12364,314.11636354801107,,,,,False,4.4125395889750075e-05,5.627470079543769e-05,5.6233535669624924e-05,5.5419210618328245e-05,,4.624017099525974e-05,7.702784881366403e-05,,,,,,,
314.12841354801105 Da,315.13569,314.12841354801105,,,,,False,0.00010543245548075466,0.00010355537727319269,0.00012678843412257623,0.00011846147507077604,0.00010540392423107135,0.0001227385418876641,0.00010483766001781193,0.0003240015329454368,0.0002977310556132893,0.0003199254527397449,0.00032425611520457866,0.00033498754263587197,0.0003457981268829592,0.0003813502781774554
314.134143548011 Da,315.14142,314.134143548011,,,,,False,0.00013419260853361062,0.00013414595724619926,0.00015157254228928717,0.0001309500474233778,0.00014248417661398154,0.00011583948009805402,0.00013840464754187332,0.00016053774443625058,0.0001577919877085745,0.00013766786037167452,0.00014104234277968695,0.0001435556452298256,0.0001269952894827322,0.00012446215389111
314.14940354801104 Da,315.15668,314.14940354801104,,,,,False,0.00010639108043903826,0.00010884615388233964,0.0001110984149897896,0.0001242561238588975,0.00011609818002454685,0.0001184773071252209,0.00013450150945768015,0.0001338323805402113,0.00011026707441066529,0.00014030791027008717,0.0001365149782665587,0.000140840251815451,0.00013035996376075133,0.00014708379313975987
314.17052354801103 Da,315.1778,314.17052354801103,,,,,False,0.00011243066576999306,0.00013068277877877318,0.0001400798400616336,0.00011186741130163082,0.00010220552992531099,0.00010782434406773471,0.00015333410306818371,7.421313206922146e-05,6.435749664750065e-05,7.903946934079374e-05,8.546167182857636e-05,5.360975955773128e-05,6.35612349204486e-05,7.14235310323507e-05
314.18578354801105 Da,315.19306,314.18578354801105,,,,,False,6.301108929735732e-05,5.3821541676785015e-05,6.422827862193948e-05,6.141353021363407e-05,6.357610257761614e-05,6.91692571482647e-05,4.511955203819903e-05,7.940106717991729e-05,8.569688772554465e-05,6.506513237872726e-05,7.149422363643171e-05,7.702957199489139e-05,6.128513173237682e-05,7.341056691229967e-05
314.22218854801105 Da,315.229465,314.22218854801105,,,,,False,4.388554070706317e-05,4.547637599668573e-05,4.823845113878619e-05,,,,5.717044322741692e-05,,,,,,,
314.90057354801104 Da,315.90785,314.90057354801104,,,,,False,,,,,,,,4.640072186469062e-05,,5.482160897298877e-05,,4.803232396441119e-05,4.935936383094874e-05,4.4520977819484807e-05
314.96271354801104 Da,315.96999,314.96271354801104,,,,,False,,,,,,,,,3.851046759042089e-05,3.8889871778114236e-05,4.586990302619727e-05,,,
315.13176354801107 Da,316.13904,315.13176354801107,,,,,False,,,,,,,,6.0688504542377115e-05,6.167740625228466e-05,7.26189529801157e-05,5.6224810090564666e-05,5.278380075876126e-05,5.28721896964048e-05,6.540998108938212e-05
315.14221354801106 Da,316.14949,315.14221354801106,,,,,False,,,7.38205843318474e-05,5.826426350740533e-05,4.793223667582445e-05,4.344817720360766e-05,4.643538412402866e-05,,,,,,,
315.20453854801104 Da,316.211815,315.20453854801104,"['HMDB0241750', 'HMDB0241751', 'HMDB0241752', 'HMDB0241753', 'HMDB0241754', 'HMDB0241755', 'HMDB0241784', 'HMDB0241785', 'HMDB0241786', 'HMDB0241787', 'HMDB0241788', 'HMDB0241789', 'HMDB0241790', 'HMDB0242029']","['(2Z)-6-Hydroxynon-2-enoylcarnitine', '6-Hydroxynon-7-enoylcarnitine', '6-Hydroxynon-3-enoylcarnitine', '6-Hydroxynon-4-enoylcarnitine', '6-Hydroxynon-5-enoylcarnitine', '6-Hydroxynon-6-enoylcarnitine', '7-Oxononanoylcarnitine', '5-Oxononanoylcarnitine', '8-Oxononanoylcarnitine', '3-Oxononanoylcarnitine', '6-Oxononanoylcarnitine', '4-Oxononanoylcarnitine', '9-Oxononanoylcarnitine', 'N-Lauroyl Aspartic acid']","['C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5', 'C16H29NO5']",14,True,6.142731485336264e-05,0.00010990215792824597,8.87109681395269e-05,7.899514726226695e-05,8.401287493311455e-05,6.805134994795206e-05,7.141537257140792e-05,7.616726107711329e-05,5.640614529931727e-05,8.44081620127607e-05,7.399698287334231e-05,9.031362035264245e-05,7.241694049056424e-05,7.554885952990503e-05
315.240933548011 Da,316.24821,315.240933548011,"['HMDB0000651', 'HMDB0240786', 'HMDB0240787', 'HMDB0240788', 'HMDB0240789', 'HMDB0240790', 'HMDB0240791', 'HMDB0242059']","['Decanoylcarnitine', '6-Methylnonanoylcarnitine', '5-Methylnonanoylcarnitine', '8-Methylnonanoylcarnitine', '7-Methylnonanoylcarnitine', '4-Methylnonanoylcarnitine', '3-Methylnonanoylcarnitine', 'N-Myristoyl Serine']","['C17H33NO4', 'C17H33NO4', 'C17H33NO4', 'C17H33NO4', 'C17H33NO4', 'C17H33NO4', 'C17H33NO4', 'C17H33NO4']",8,True,,,,,,,,6.978851822030012e-05,7.829815116556336e-05,5.83257616811747e-05,5.261236303203012e-05,6.146302108673315e-05,6.355988193791493e-05,5.4048062560592335e-05
315.27733354801103 Da,316.28461,315.27733354801103,['HMDB0038057'],['Dehydrophytosphingosine'],['C18H37NO3'],1,True,9.565175655582639e-05,0.0001209646481372896,0.00012029063465401782,0.00011785943807310628,0.00011359697301550125,0.00010538730042631929,0.0001186919896790122,6.638648327078221e-05,5.364294682071932e-05,6.893156904697554e-05,5.463513395801492e-05,7.285772953283463e-05,7.306009040210542e-05,7.891143612342245e-05
315.31372354801107 Da,316.321,315.31372354801107,,,,,False,0.00015595216397983608,0.00016935158772727596,0.00014677365680613975,0.00019009324299358322,0.0001801614255110113,0.0001483034734898863,0.00017177461997831098,0.00020016819997663388,0.0001836348655127381,0.00017808572587287873,0.00019228623350339897,0.00021628614026785814,0.00021754311401977032,0.00020730447399538903
315.769143548011 Da,316.77642,315.769143548011,,,,,False,0.0009581678104080773,0.0010114574156655572,0.0009804400599019525,0.0009817678458999973,0.0009237644813670872,0.0009555943670341112,0.0008120838032957319,0.001437797426950263,0.0015284433352543514,0.0014560723112020464,0.001483644010175508,0.0013493605038598275,0.0013358019748914022,0.0013135223662879725
315.81663354801105 Da,316.82391,315.81663354801105,,,,,False,0.0006184144888668608,0.0006235918548958224,0.0006222689197367321,0.0006204983273169627,0.0005783482911996651,0.0006057712525055724,0.0005618925568074915,0.0009234222175141733,0.0010060946678636712,0.0009761212769366589,0.0009665610925642995,0.0009451617524243596,0.0009415412216724891,0.0009417937083126598
316.02998354801105 Da,317.03726,316.02998354801105,,,,,False,7.168355804076481e-05,5.2278682282786045e-05,7.321960131701738e-05,5.366656632570355e-05,5.5426341286689394e-05,4.628738208991089e-05,6.224180693033976e-05,7.233852867018106e-05,6.911462492679895e-05,6.85655955692831e-05,7.245443543139008e-05,7.877207373446014e-05,7.2415925753664e-05,6.831281680923346e-05
316.05245354801104 Da,317.05973,316.05245354801104,,,,,False,,,,,,,,,3.491618827800338e-05,3.770375853807205e-05,,4.1629971313425745e-05,,4.7983911268217e-05
316.09236354801106 Da,317.09964,316.09236354801106,,,,,False,,4.285130268854738e-05,4.463777432153283e-05,,,,,6.017642606574684e-05,4.794506160555595e-05,3.979753756713426e-05,4.6157096424189724e-05,4.0587425026839546e-05,4.906107950307919e-05,4.365314228718137e-05
316.10767354801106 Da,317.11495,316.10767354801106,,,,,False,0.00015518372864045508,0.00017743056824021257,0.00016566036295593797,0.00014473304078693237,0.00016116983077119358,0.00014353361720720865,0.00017216383793497325,0.00035359473539997647,0.0003120099127064333,0.0003381281547139649,0.0003670220154290869,0.00035631913727594567,0.0003723172127133608,0.0004013195509224915
316.12869354801103 Da,317.13597,316.12869354801103,,,,,False,5.4666946910578615e-05,6.348542070929156e-05,4.4337917174234156e-05,5.166819961534426e-05,,5.765039406621659e-05,4.3311444284817106e-05,6.38334412963863e-05,5.708441851329218e-05,5.3316552492032805e-05,5.742729722012165e-05,4.7351498669932544e-05,6.172804022893477e-05,5.878513500205623e-05
316.14975854801105 Da,317.157035,316.14975854801105,,,,,False,,,,5.206778514714177e-05,,4.856996173014868e-05,,5.320230009974153e-05,4.6584696024923244e-05,3.6975234388199426e-05,,,4.4879928586794726e-05,
316.16504354801106 Da,317.17232,316.16504354801106,,,,,False,0.0001733983986203073,0.0001703119116628046,0.00017375513961890546,0.00014603175474463146,0.00016856579428912183,0.00015591124663319987,0.00017040733050562918,0.00020339847622212592,0.00023090294079272316,0.0002053950019465164,0.00021058702839558328,0.00021667267364376783,0.00021200028282495617,0.00019466776965229202
316.18044854801104 Da,317.187725,316.18044854801104,,,,,False,6.890312905145243e-05,7.921350231927055e-05,6.942178489437971e-05,8.83844559815361e-05,7.321652507378947e-05,8.027515938559927e-05,7.604896732025889e-05,6.255762628065073e-05,5.65741880173643e-05,7.457373054376501e-05,6.44590671819079e-05,5.060012157666519e-05,6.207435543674962e-05,6.245340942325812e-05
316.186153548011 Da,317.19343,316.186153548011,,,,,False,,,,,,,,4.206086611898899e-05,4.1441044586599277e-05,4.029802285625598e-05,,,,
316.20142354801106 Da,317.2087,316.20142354801106,,,,,False,0.00015585465844792024,0.00017569883809322948,0.00017015739061757365,0.00017570450508744168,0.00018095909640312963,0.00017579672813439198,0.0001752862054651421,8.322444250928199e-05,0.00011000774564099142,0.00011654208248999682,0.00011705351002320185,9.855507257326597e-05,8.750728621744258e-05,0.00010591345059239857
316.237803548011 Da,317.24508,316.237803548011,,,,,False,0.00012364319340843168,0.00011778832211663648,0.00015336802540317728,0.00013853846498261316,0.00016076979967283357,0.0001394750978690178,0.00015381889835635102,8.603101129414158e-05,7.123960978206315e-05,7.029482358528133e-05,6.551856906254628e-05,8.274778471997425e-05,6.47956865200085e-05,4.518143240358043e-05
316.317073548011 Da,317.32435,316.317073548011,,,,,False,,,,,5.04283682628584e-05,,,3.729788430091806e-05,3.510697986203108e-05,,,,,
316.45019854801103 Da,317.457475,316.45019854801103,,,,,False,,,,,,,,,4.037778417717769e-05,4.6988674140283586e-05,3.9317321786773785e-05,4.376288928285794e-05,,
317.111023548011 Da,318.1183,317.111023548011,,,,,False,,,,,,,,6.221581150965537e-05,6.48615832891126e-05,5.46798070303386e-05,6.633607781631417e-05,6.849093939117232e-05,7.434450571380158e-05,6.668103524075372e-05
317.13633354801107 Da,318.14361,317.13633354801107,,,,,False,0.00022804095744537073,0.00024919149650309873,0.00023691339911538272,0.00019968066144849264,0.00017975783185681618,0.00017214274793462858,0.0001723577084045116,0.00029065683966749675,0.0002577666116889758,0.00023925877276802568,0.00020673249414093555,0.00017070427596329324,0.00016469590617943365,0.0001435130395099417
317.157673548011 Da,318.16495,317.157673548011,,,,,False,5.246017624754022e-05,7.531574732694788e-05,6.607255866785541e-05,7.799196366125562e-05,8.535805697473894e-05,7.266431479646368e-05,7.485239249303199e-05,5.0734140811764585e-05,3.6082980935154533e-05,5.3177595478639565e-05,,4.356784689949742e-05,4.6066349306409334e-05,
317.16030354801103 Da,318.16758,317.16030354801103,,,,,False,0.00011386310301538766,0.00011018708456032799,0.00010189965653666993,8.71835529127705e-05,8.116029255403212e-05,6.9417697483706e-05,8.239032791813008e-05,,,,,,,
317.168413548011 Da,318.17569,317.168413548011,,,,,False,,,,,,,,4.129368277803792e-05,4.530739701514333e-05,5.213061706006918e-05,6.166412887714124e-05,4.250110380351641e-05,,
317.18382854801104 Da,318.191105,317.18382854801104,"['HMDB0240724', 'HMDB0241046', 'HMDB0241047', 'HMDB0241733']","['Suberoyl-L-carnitine', '3-methylheptanedioylcarnitine', '2,4-dimethylhexanedioylcarnitine', 'Octanedioylcarnitine']","['C15H27NO6', 'C15H27NO6', 'C15H27NO6', 'C15H27NO6']",4,True,,5.650922744792458e-05,5.033257147667433e-05,4.487222099867007e-05,5.372485485942071e-05,6.236640096811164e-05,5.150670018122292e-05,4.87354525462761e-05,,,,,4.935675450749094e-05,
317.204773548011 Da,318.21205,317.204773548011,,,,,False,,4.515795897741703e-05,5.1331932644563155e-05,4.19248691399703e-05,4.363018209320531e-05,4.481437612101537e-05,,,,,4.321747962413568e-05,,,
317.23304354801104 Da,318.24032,317.23304354801104,,,,,False,4.668403841232349e-05,4.467692804448728e-05,,,5.0476487167699555e-05,4.303883273865226e-05,,4.745963753054053e-05,,4.061421007195212e-05,,4.618612161315038e-05,5.752098936129148e-05,
317.27185854801104 Da,318.279135,317.27185854801104,['HMDB0247189'],"['Morpholine, 4-(3-(4-(1,1-dimethylpropyl)phenyl)-2-methylpropyl)-2,6-dimethyl-']",['C21H35NO'],1,True,8.912918414935178e-05,9.436252433144091e-05,9.160609011661891e-05,0.00010007156444671247,8.490805249041813e-05,9.290474644789245e-05,9.829547267403162e-05,9.50443565931231e-05,9.181184932119678e-05,8.021553642439739e-05,8.584204081147267e-05,8.075824823556648e-05,0.00010056902791830128,0.00010550446033465666
317.29297854801104 Da,318.300255,317.29297854801104,"['HMDB0004610', 'HMDB0304183']","['Phytosphingosine', '4-hydroxysphinganine']","['C18H39NO3', 'C18H39NO3']",2,True,0.0020027338542993986,0.0019618789059954534,0.0020157760827697697,0.0020743649417413294,0.0020895405057239,0.00200587249165989,0.001979120089348895,0.002729175708157387,0.002679239222318064,0.0027611857415162514,0.00278289894680771,0.002752028425539645,0.002852674568680008,0.002881953931129788
317.63801354801103 Da,318.64529,317.63801354801103,,,,,False,9.018311456273891e-05,7.916277354204525e-05,8.700854077501004e-05,7.134711628344219e-05,6.166974478876209e-05,,6.150796741895374e-05,0.00010235793024933813,8.773029594147788e-05,6.878945594018789e-05,6.301204705592728e-05,5.2392058676328244e-05,5.98956669911021e-05,5.2108791966219055e-05
317.76618354801104 Da,318.77346,317.76618354801104,,,,,False,0.00027923295324612063,0.0003019062583856621,0.00031446299619571137,0.0003075807069878278,0.0003020914606354752,0.0003216890671145549,0.00027735140818337985,0.0004872885794226273,0.00048374230585789555,0.0004670337218783301,0.00045332852312643824,0.0004389407765943,0.00046019280010479037,0.0004363708120990654
317.81368354801106 Da,318.82096,317.81368354801106,,,,,False,0.0006176439938811024,0.0005774137777852769,0.000600679937085208,0.0005741366977147877,0.0005427631898183964,0.0005769542542512309,0.0005817960834589913,0.0009472323924429566,0.0010210537907721898,0.0009673770312493232,0.0008841023461361209,0.0008978342138044345,0.0008987879400246004,0.0008928794685968446
317.96255854801103 Da,318.969835,317.96255854801103,,,,,False,7.302232818612889e-05,9.537141637405376e-05,8.171153620974303e-05,8.558345458009339e-05,0.0001076945988309032,9.442555798482404e-05,6.916754238908289e-05,0.00021138999012089947,0.00022426803476931927,0.00021176350944421615,0.00021636405576348736,0.0002052268251699826,0.00019576884129334117,0.00020261362441882077
318.10793354801103 Da,319.11521,318.10793354801103,,,,,False,0.00011117723051885972,0.00011143604584405047,0.0001116921760586798,0.00011305806983838845,0.00010139765938703462,0.00010355647101916007,9.90751950220275e-05,0.0001268512363873152,9.240535395062327e-05,0.00010788909679898117,0.00010173485122877632,0.0001183355144106876,0.00011452170861758191,0.00010794904784601618
318.12905354801103 Da,319.13633,318.12905354801103,,,,,False,7.541872674633056e-05,8.036443493811418e-05,8.470937572874939e-05,6.7799434849074e-05,7.62609974466198e-05,6.855382857654247e-05,8.09255552848006e-05,9.223633433760564e-05,9.844156627845543e-05,7.92121654370934e-05,7.823108652232333e-05,7.425962921765413e-05,6.52390782246142e-05,6.0107288057892676e-05
318.14431354801104 Da,319.15159,318.14431354801104,,,,,False,0.00017090238807166734,0.00014895270092536904,0.00015576395476564513,0.0001553193011126212,0.00013188137602098508,0.0001532702490813135,0.00016494060254705896,0.0001506648581179443,0.00016849611789053622,0.00013028429100550557,0.000159530946914941,0.0001479133438110108,0.00014866320811785387,0.00015044099613865003
318.16544354801107 Da,319.17272,318.16544354801107,,,,,False,,,,4.561963278388183e-05,4.167936555961465e-05,5.029155665283171e-05,4.518744720140673e-05,5.285869963622365e-05,,,,4.662123801535961e-05,4.683233070368587e-05,
318.180683548011 Da,319.18796,318.180683548011,,,,,False,9.996063039781107e-05,9.094598815640809e-05,0.00012138588179333738,8.828059594036935e-05,9.31019309111384e-05,0.00011745595231050646,0.00013088567511674483,8.653798185960282e-05,9.86965362325673e-05,9.177528413166302e-05,9.277635503781177e-05,9.942497391454203e-05,0.00010828706846081922,0.00011915786868343469
318.19609354801105 Da,319.20337,318.19609354801105,,,,,False,0.0005900335916083314,0.0006574488514401469,0.0006374559888911286,0.0006764423506750148,0.0007454545112433617,0.0006739464015359308,0.0006723485058464447,0.0006022738474701138,0.0005932442213310502,0.0005842893926396006,0.0006267163868733401,0.0006294023393269248,0.0005939876965937022,0.0005924799554593648
318.21707354801106 Da,319.22435,318.21707354801106,,,,,False,0.0006253127126865014,0.0006305137495771222,0.0006622400970578396,0.0005969150731501612,0.000643108967993518,0.0006893677842320812,0.0007418243160993549,0.00039067243966009544,0.0003742386883710452,0.0003872836870035981,0.00038744030897466456,0.000383857426609237,0.00038181529506214125,0.00041721320092027547
318.25346354801104 Da,319.26074,318.25346354801104,,,,,False,0.00022382092925848747,0.00020782494997019136,0.00022951671136197662,0.00023404706608947951,0.00022573119964681997,0.0002214490640308788,0.00023305026682477294,0.00021462134608745166,0.00017631753502244312,0.0001775326538445234,0.00018419049337194563,0.0001932012950120266,0.00019200803305778524,0.0001783612484673131
318.28986354801106 Da,319.29714,318.28986354801106,,,,,False,6.343504878010426e-05,6.939771878162829e-05,5.3329239869312066e-05,4.5169849045245156e-05,7.181307328330065e-05,5.3994531367400986e-05,5.857994681560891e-05,6.93579586837092e-05,7.081053628064662e-05,5.90924701159177e-05,6.503406542797042e-05,6.281614833774316e-05,6.177529797600369e-05,4.568834149675251e-05
318.29633354801103 Da,319.30361,318.29633354801103,,,,,False,0.00039254706688161915,0.00037501492813459,0.00036483011590026,0.0003847091541677811,0.00036805530525889585,0.00039960708998955965,0.00038624838898362694,0.0005410385472662501,0.0005265902100577887,0.0005322155852606308,0.000553507798323147,0.0005506571614588761,0.0005821122789708486,0.0005431606064152606
318.94217354801106 Da,319.94945,318.94217354801106,,,,,False,,,,,,,,6.527457821752006e-05,8.220165730770724e-05,6.291463257260499e-05,6.310672774871451e-05,6.363959748720649e-05,6.00429004832483e-05,6.489565842584464e-05
319.07150354801104 Da,320.07878,319.07150354801104,,,,,False,,,,,,,,,,3.801550055180424e-05,5.915718355893007e-05,8.080427426048186e-05,,6.295942291732565e-05
319.19945354801104 Da,320.20673,319.19945354801104,,,,,False,0.00014137361243885064,0.00015606957260135611,0.00014726816491528942,0.00018189308052301336,0.00016076404102093573,0.00017173384932471186,0.00015693816891416303,0.00015202397776624174,0.00012760063096218152,0.0001533145267646006,0.00013458096167107042,0.0001525668495708445,0.00014163605844199375,0.0001433069024493791
319.22042854801106 Da,320.227705,319.22042854801106,,,,,False,0.00011807784165589238,0.00012076530283123024,0.0001293796000100794,0.00011935026139769812,0.00013747639436107037,0.0001449492564944609,0.0001255178596906793,8.117828804488113e-05,7.025617796621974e-05,6.874042536252546e-05,8.10232027498087e-05,7.168832756646624e-05,9.304620342707006e-05,7.941600670782155e-05
319.22773354801103 Da,320.23501,319.22773354801103,,,,,False,4.6896462850073914e-05,4.250921223990688e-05,,,,,,5.838521035473446e-05,5.8013634966050274e-05,4.5025095076745634e-05,5.641167864120731e-05,6.383317196236497e-05,6.959239616830822e-05,6.479346061691497e-05
319.24871354801104 Da,320.25599,319.24871354801104,,,,,False,8.404494706653457e-05,5.2465533278899175e-05,6.0973279271157036e-05,6.480012857804799e-05,6.171669244236979e-05,7.392945323843766e-05,8.63889003966426e-05,8.696156473703602e-05,8.016069381146655e-05,7.784415453268618e-05,7.297985918654462e-05,7.469455621235341e-05,8.522823546027959e-05,7.982355405589502e-05
319.25679854801103 Da,320.264075,319.25679854801103,,,,,False,4.92930954610003e-05,,,4.421891255747459e-05,4.727433509756518e-05,5.551504566764012e-05,,4.0567404254172305e-05,3.58239427531848e-05,,,,,
319.28509854801104 Da,320.292375,319.28509854801104,,,,,False,,,,5.241136723729557e-05,,4.374600836944474e-05,,,,,4.7742163163846696e-05,,4.1437941021137264e-05,
319.28749354801107 Da,320.29477,319.28749354801107,,,,,False,9.353575076383209e-05,6.323952705301901e-05,6.661962107279689e-05,7.648933473311172e-05,4.3076521874723644e-05,7.30162925797758e-05,5.043119315028429e-05,7.3098527713309e-05,7.633481609885527e-05,6.719265049069588e-05,6.758550549798323e-05,5.4911273262282685e-05,8.067598076333125e-05,6.39272670163032e-05
319.29968354801105 Da,320.30696,319.29968354801105,,,,,False,4.704012318490336e-05,,,,,,4.267370620795033e-05,3.5783367875428965e-05,4.83214972199953e-05,5.3491426737294806e-05,4.923523018413367e-05,,5.182884687972584e-05,4.283406715056979e-05
319.763243548011 Da,320.77052,319.763243548011,,,,,False,6.333684109601427e-05,5.1647109006331267e-05,6.002334939541037e-05,4.866396621225726e-05,6.321496678063383e-05,5.181117924299349e-05,4.608857086579084e-05,6.357235643850174e-05,7.956461540523204e-05,6.213903373393407e-05,7.153439120306871e-05,5.718960884747117e-05,5.2867550899146505e-05,5.429728788918469e-05
319.81073354801106 Da,320.81801,319.81073354801106,,,,,False,0.00019064835832303338,0.00020205074690252345,0.00020313181984015863,0.00018808633917321725,0.00018035248586846883,0.00017558841475243174,0.0001961641825572903,0.0002971163124374207,0.0002946592114803732,0.00031699908738283387,0.0003107622115802342,0.0003051103546660889,0.00028542592011517645,0.0002865766375359196
319.858233548011 Da,320.86551,319.858233548011,,,,,False,0.000817044398193946,0.0007782694392443346,0.0007941539657326799,0.0007931325949450945,0.0007990229064588466,0.0007242666415295841,0.0007090364791745465,0.0013153204312716408,0.001336635524512764,0.001301663153453822,0.0013125619717059042,0.001276428384527464,0.001237628692473793,0.0012393348173969747
319.87933354801106 Da,320.88661,319.87933354801106,,,,,False,,,4.46080569899291e-05,4.7539799566580093e-05,6.45140796070756e-05,6.251472207764528e-05,6.887304414081144e-05,,,4.9029333005876523e-05,7.938489281877808e-05,7.866984103097014e-05,9.571761911899746e-05,0.00010305599189384414
319.95961854801106 Da,320.966895,319.95961854801106,,,,,False,6.70273997334495e-05,6.64130348082707e-05,6.521983228070418e-05,4.122043560570636e-05,6.0616009095729375e-05,4.795557348685002e-05,6.340855553148384e-05,0.00014164686171285764,0.0001528495059865687,0.00013292047357820957,0.00012552538602162957,0.00012230923661734732,0.0001299580313066417,0.00012985540194317
320.0871785480111 Da,321.09445500000004,320.0871785480111,,,,,False,5.490001462224881e-05,5.270480401147843e-05,,,,,4.052631322144415e-05,7.216182816591848e-05,6.506852324698424e-05,4.3885256389148225e-05,,5.263132771325971e-05,,4.72149896814599e-05
320.10258354801107 Da,321.10986,320.10258354801107,,,,,False,,4.633171954601204e-05,,,,,,5.8724076656681025e-05,4.202869594941395e-05,4.0084430901887926e-05,,4.5915695040833816e-05,4.27485462090209e-05,4.685829246032223e-05
320.12357354801105 Da,321.13085,320.12357354801105,"['HMDB0242669', 'HMDB0255782']","['(2S,3S,4R,5R)-5-(6-Aminopurin-9-yl)-N-cyclopropyl-3,4-dihydroxyoxolane-2-carboxamide', '(2S,3S,4S,5S)-2-(5-Amino-7-methyl-2,6,7,9,11-pentazatricyclo[6.3.1.04,12]dodeca-1(12),3,5,8,10-pentaen-2-yl)-5-(hydroxymethyl)oxolane-3,4-diol']","['C13H16N6O4', 'C13H16N6O4']",2,True,0.0007457188441417037,0.0007151639207111525,0.0007541792262355347,0.0007259935909261358,0.0007214637722284795,0.0006609573066941167,0.0006996687571895686,0.0005624681033683927,0.0005541325277807788,0.000540951251708176,0.0005924217041625607,0.0005417329898686745,0.0005496515703438334,0.0005411207301881435
320.138893548011 Da,321.14617,320.138893548011,,,,,False,,,,,,,,3.835484816331314e-05,,,,,,4.8947227616166025e-05
